,bowler,matches,total_wickets,total_balls_bowled,total_runs,dot_balls,extra_runs,average,strike_rate,economy,best_figure,boundaries_4-6,most_balls_in_single_over
406,VY Mahesh,17,21.0,1327,511,120.0,33,24.333333333333332,63.19047619047619,8.810344827586206,4-36,47-20,9
297,RE van der Merwe,21,21.0,1635,515,148.0,29,24.523809523809526,77.85714285714286,6.95945945945946,3-20,25-17,8
12,A Symonds,30,20.0,1936,694,190.0,38,34.7,96.8,7.886363636363637,3-22,44-33,9
240,MR Marsh,19,20.0,1187,426,113.0,18,21.3,59.35,7.745454545454545,4-25,40-14,8
201,L Ngidi,11,20.0,993,331,107.0,23,16.55,49.65,7.880952380952381,4-11,29-14,9
163,JO Holder,18,19.0,1487,552,135.0,33,29.05263157894737,78.26315789473684,8.625,3-25,53-16,8
125,GJ Maxwell,50,19.0,1996,786,162.0,21,41.36842105263158,105.05263157894737,8.637362637362637,2-15,48-41,8
25,AD Mascarenhas,13,19.0,1098,365,124.0,12,19.210526315789473,57.78947368421053,7.019230769230769,5-29,34-8,7
218,M Prasidh Krishna,24,18.0,1978,810,182.0,35,45.0,109.88888888888889,9.310344827586206,4-30,97-24,9
409,WPUJC Vaas,13,18.0,1023,364,128.0,19,20.22222222222222,56.833333333333336,7.583333333333333,3-21,40-13,7
283,R Dhawan,25,18.0,1885,655,151.0,49,36.388888888888886,104.72222222222223,7.987804878048781,2-18,51-16,9
194,KW Richardson,14,18.0,1170,450,124.0,20,25.0,65.0,8.49056603773585,3-13,35-23,7
383,T Natarajan,22,18.0,1703,636,147.0,35,35.333333333333336,94.61111111111111,8.368421052631579,2-25,53-24,8
0,A Ashish Reddy,20,18.0,962,400,79.0,14,22.22222222222222,53.44444444444444,8.88888888888889,3-25,26-20,7
140,IC Pandey,24,18.0,1666,609,212.0,25,33.833333333333336,92.55555555555556,7.909090909090909,2-23,77-17,7
90,CV Varun,14,18.0,1162,392,118.0,2,21.77777777777778,64.55555555555556,7.127272727272727,5-20,30-12,7
50,Anureet Singh,22,18.0,1567,636,139.0,35,35.333333333333336,87.05555555555556,9.217391304347826,3-23,65-22,8
64,BB Sran,24,18.0,1930,767,168.0,49,42.611111111111114,107.22222222222223,9.469135802469136,3-29,73-29,9
77,CH Gayle,38,18.0,2149,755,180.0,75,41.94444444444444,119.38888888888889,8.118279569892474,3-21,49-27,9
72,Bipul Sharma,28,17.0,1569,581,131.0,24,34.1764705882353,92.29411764705883,8.069444444444445,2-13,28-31,8
89,CRD Fernando,10,17.0,925,306,99.0,27,18.0,54.411764705882355,7.846153846153846,4-18,30-9,8
253,NA Saini,26,17.0,2140,795,248.0,49,46.76470588235294,125.88235294117646,8.457446808510639,2-24,83-31,8
71,Basil Thampi,20,17.0,1561,704,114.0,22,41.411764705882355,91.82352941176471,9.777777777777779,3-29,64-31,7
67,BJ Hodge,20,17.0,847,310,75.0,16,18.235294117647058,49.8235294117647,7.948717948717949,4-13,17-14,7
250,Mujeeb Ur Rahman,18,17.0,1546,568,138.0,31,33.411764705882355,90.94117647058823,8.231884057971014,3-28,38-23,8
93,D Wiese,14,16.0,1047,409,79.0,19,25.5625,65.4375,8.702127659574469,4-36,44-9,8
214,M Markande,17,16.0,1085,435,91.0,13,27.1875,67.8125,8.7,4-25,36-20,7
299,RG Sharma,30,15.0,1249,449,88.0,24,29.933333333333334,83.26666666666667,8.017857142857142,4-7,27-14,8
208,LR Shukla,27,15.0,1169,458,109.0,29,30.533333333333335,77.93333333333334,8.481481481481481,3-6,39-16,8
415,YA Abdulla,11,15.0,820,311,88.0,17,20.733333333333334,54.666666666666664,8.885714285714286,4-31,32-13,8
287,R Rampaul,12,14.0,984,308,127.0,20,22.0,70.28571428571429,7.0,3-31,24-13,8
346,SJ Srivastava,14,14.0,1160,444,103.0,35,31.714285714285715,82.85714285714286,9.446808510638299,2-20,50-13,8
169,JR Hopes,20,14.0,1323,562,105.0,23,40.142857142857146,94.5,9.366666666666667,2-3,44-28,7
23,AC Thomas,15,14.0,1185,416,126.0,22,29.714285714285715,84.64285714285714,7.849056603773585,3-22,41-11,9
374,Shivam Mavi,17,14.0,1257,487,122.0,23,34.785714285714285,89.78571428571429,9.018518518518519,2-15,46-21,9
306,RR Powar,26,13.0,1612,538,166.0,37,41.38461538461539,124.0,7.577464788732394,2-11,41-18,8
87,CR Brathwaite,16,13.0,966,384,74.0,21,29.53846153846154,74.3076923076923,8.727272727272727,3-47,37-12,9
85,CK Langeveldt,7,13.0,610,199,69.0,21,15.307692307692308,46.92307692307692,7.653846153846154,3-15,17-8,8
366,ST Jayasuriya,21,13.0,1080,396,83.0,21,30.46153846153846,83.07692307692308,8.081632653061224,3-14,22-16,8
323,S Lamichhane,9,13.0,742,297,75.0,6,22.846153846153847,57.07692307692308,8.485714285714286,3-36,21-17,7
174,K Gowtham,24,13.0,1470,576,132.0,20,44.30769230769231,113.07692307692308,8.470588235294118,2-16,52-22,7
172,Joginder Sharma,15,12.0,1006,421,71.0,19,35.083333333333336,83.83333333333333,9.790697674418604,2-28,38-17,8
284,R McLaren,18,12.0,1366,558,116.0,38,46.5,113.83333333333333,9.457627118644067,2-29,69-11,8
403,VRV Singh,18,12.0,1338,549,114.0,18,45.75,111.5,9.15,3-29,58-16,8
196,Karanveer Singh,9,12.0,779,323,64.0,11,26.916666666666668,64.91666666666667,9.5,4-54,19-19,8
397,Umar Gul,6,12.0,593,198,51.0,32,16.5,49.416666666666664,8.608695652173912,4-24,17-5,9
61,BA Bhatt,15,12.0,1077,408,93.0,19,34.0,89.75,8.16,4-22,35-13,7
314,Ravi Bishnoi,14,12.0,1156,381,119.0,19,31.75,96.33333333333333,7.470588235294118,3-29,25-17,8
123,GD McGrath,14,12.0,1169,366,153.0,14,30.5,97.41666666666667,6.777777777777778,4-29,41-10,7
51,Arshdeep Singh,11,12.0,829,336,70.0,24,28.0,69.08333333333333,9.6,3-23,34-11,8
146,J Suchith,14,12.0,995,397,81.0,10,33.083333333333336,82.91666666666667,8.822222222222223,2-14,31-16,8
48,Ankit Sharma,21,12.0,1339,453,137.0,17,37.75,111.58333333333333,7.306451612903226,2-21,28-18,8
36,AN Ahmed,17,12.0,1331,515,120.0,48,42.916666666666664,110.91666666666667,8.879310344827585,2-19,43-20,9
106,DJG Sammy,19,11.0,879,354,72.0,13,32.18181818181818,79.9090909090909,8.85,4-23,33-12,8
279,Pankaj Singh,17,11.0,1129,472,111.0,19,42.90909090909091,102.63636363636364,9.44,2-19,52-17,8
1,A Chandila,12,11.0,819,245,103.0,3,22.272727272727273,74.45454545454545,6.282051282051282,4-13,17-10,6
246,Mohammad Nabi,14,11.0,1040,331,115.0,12,30.09090909090909,94.54545454545455,6.62,4-15,21-13,7
79,CJ Anderson,22,11.0,1169,525,79.0,28,47.72727272727273,106.27272727272727,10.5,2-18,52-23,8
204,LH Ferguson,14,11.0,1182,432,113.0,27,39.27272727272727,107.45454545454545,8.64,3-16,45-14,9
308,RS Bopara,14,11.0,768,301,61.0,25,27.363636363636363,69.81818181818181,8.6,3-31,25-10,8
316,S Badree,12,11.0,938,329,109.0,20,29.90909090909091,85.27272727272727,7.651162790697675,4-10,28-14,7
21,AB McDonald,10,11.0,665,263,50.0,4,23.90909090909091,60.45454545454545,8.483870967741936,2-25,20-11,7
354,SM Pollock,13,11.0,994,307,130.0,10,27.90909090909091,90.36363636363636,6.673913043478261,3-12,30-9,7
161,JL Pattinson,10,11.0,803,321,77.0,10,29.181818181818183,73.0,8.675675675675675,2-20,34-10,8
58,B Laughlin,9,10.0,668,284,42.0,13,28.4,66.8,10.142857142857142,2-15,26-10,8
235,MM Ali,17,10.0,940,309,97.0,6,30.9,94.0,7.0227272727272725,2-18,18-15,8
341,SC Ganguly,20,10.0,994,370,75.0,11,37.0,99.4,8.043478260869565,2-23,25-14,7
399,V Pratap Singh,9,10.0,764,300,71.0,11,30.0,76.4,8.823529411764707,2-31,31-10,8
65,BCJ Cutting,17,10.0,1031,430,77.0,8,43.0,103.1,8.958333333333334,2-20,44-15,7
66,BE Hendricks,7,9.0,574,239,52.0,15,26.555555555555557,63.77777777777778,9.56,3-37,24-7,7
29,AG Murtaza,12,9.0,959,322,101.0,18,35.77777777777778,106.55555555555556,7.318181818181818,3-16,22-14,7
388,TK Curran,10,9.0,663,328,38.0,12,36.44444444444444,73.66666666666667,10.933333333333334,2-19,24-19,9
355,SMSM Senanayake,8,9.0,694,211,73.0,5,23.444444444444443,77.11111111111111,6.59375,2-26,17-5,8
372,Shahid Afridi,10,9.0,666,237,57.0,17,26.333333333333332,74.0,7.9,3-28,19-7,8
33,AM Nayar,19,9.0,865,323,69.0,12,35.888888888888886,96.11111111111111,8.282051282051283,3-13,22-13,8
266,P Parameswaran,8,9.0,567,226,64.0,7,25.11111111111111,63.0,8.37037037037037,3-30,23-10,7
344,SE Bond,8,9.0,686,225,75.0,7,25.0,76.22222222222223,7.258064516129032,2-24,27-3,7
238,MN Samuels,11,9.0,780,285,79.0,7,31.666666666666668,86.66666666666667,7.916666666666667,3-39,23-12,7
154,JDP Oram,14,9.0,873,362,79.0,20,40.22222222222222,97.0,9.05,3-32,34-14,8
195,Kamran Khan,9,9.0,626,233,62.0,19,25.88888888888889,69.55555555555556,8.62962962962963,3-21,22-10,8
197,Kartik Tyagi,10,9.0,884,372,78.0,17,41.333333333333336,98.22222222222223,9.538461538461538,2-37,28-21,8
188,KMA Paul,8,9.0,693,239,52.0,23,26.555555555555557,77.0,8.535714285714286,3-17,18-8,9
190,KP Appanna,13,9.0,799,291,68.0,13,32.333333333333336,88.77777777777777,8.083333333333334,4-19,20-11,8
142,IS Sodhi,8,9.0,638,204,64.0,3,22.666666666666668,70.88888888888889,6.580645161290323,3-26,9-8,7
157,JEC Franklin,15,9.0,555,225,39.0,9,25.0,61.666666666666664,8.653846153846153,2-18,21-6,8
148,J Theron,10,9.0,856,302,66.0,23,33.55555555555556,95.11111111111111,8.38888888888889,2-19,28-8,8
63,BAW Mendis,10,8.0,868,288,76.0,11,36.0,108.5,7.2,2-20,16-10,7
15,AA Chavan,13,8.0,913,339,100.0,21,42.375,114.125,8.071428571428571,2-24,28-16,7
152,JD Ryder,16,8.0,857,314,79.0,17,39.25,107.125,7.85,2-14,21-13,7
385,T Thushara,6,8.0,528,164,57.0,12,20.5,66.0,7.130434782608695,2-16,15-4,7
244,Mohammad Asif,8,8.0,722,307,64.0,18,38.375,90.25,9.59375,2-20,37-8,8
47,Anand Rajan,8,8.0,613,206,57.0,18,25.75,76.625,8.24,3-27,17-8,8
181,KC Cariappa,11,8.0,812,349,61.0,9,43.625,101.5,9.694444444444445,2-16,23-19,7
139,I Udana,10,8.0,667,286,45.0,12,35.75,83.375,9.862068965517242,2-41,26-11,8
102,DJ Hussey,26,8.0,1149,485,86.0,18,60.625,143.625,9.150943396226415,2-2,30-25,7
339,SB Styris,11,8.0,798,278,83.0,8,34.75,99.75,7.722222222222222,3-32,19-14,7
147,J Syed Mohammad,11,8.0,700,286,47.0,7,35.75,87.5,8.9375,2-16,18-12,7
217,M Ntini,9,7.0,756,257,99.0,19,36.714285714285715,108.0,7.3428571428571425,4-24,29-8,7
122,GC Viljoen,6,7.0,541,229,43.0,19,32.714285714285715,77.28571428571429,9.956521739130435,2-39,25-6,8
271,PC Valthaty,10,7.0,540,207,44.0,8,29.571428571428573,77.14285714285714,7.961538461538462,4-29,15-7,7
191,KP Pietersen,13,7.0,654,218,54.0,13,31.142857142857142,93.42857142857143,7.517241379310345,2-33,10-9,9
35,AM Salvi,7,7.0,567,205,57.0,15,29.285714285714285,81.0,8.2,2-22,18-7,7
130,HF Gurney,8,7.0,616,239,50.0,8,34.142857142857146,88.0,8.851851851851851,2-25,23-7,7
60,B Stanlake,6,7.0,546,200,64.0,6,28.571428571428573,78.0,8.333333333333334,2-21,19-9,7
261,P Amarnath,6,7.0,462,241,29.0,5,34.42857142857143,66.0,10.954545454545455,2-30,29-7,6
7,A Mithun,16,7.0,1182,477,90.0,29,68.14285714285714,168.85714285714286,9.9375,2-37,42-21,9
101,DJ Hooda,21,7.0,869,326,60.0,16,46.57142857142857,124.14285714285714,8.35897435897436,2-16,22-13,7
252,N Rana,14,7.0,391,143,34.0,5,20.428571428571427,55.857142857142854,7.944444444444445,2-11,15-4,7
328,S Randiv,8,6.0,652,223,60.0,6,37.166666666666664,108.66666666666667,7.689655172413793,2-24,20-5,8
156,JE Taylor,5,6.0,441,167,48.0,15,27.833333333333332,73.5,8.35,3-31,10-9,8
307,RR Raje,10,6.0,515,214,39.0,14,35.666666666666664,85.83333333333333,8.916666666666666,2-16,23-4,7
171,Jaskaran Singh,7,6.0,412,174,39.0,12,29.0,68.66666666666667,9.666666666666666,2-20,23-4,9
414,Y Venugopal Rao,20,6.0,798,338,59.0,9,56.333333333333336,133.0,9.38888888888889,2-23,30-13,7
332,S Tyagi,14,6.0,805,304,93.0,20,50.666666666666664,134.16666666666666,8.685714285714285,2-19,34-12,7
76,C de Grandhomme,19,6.0,851,323,58.0,22,53.833333333333336,141.83333333333334,8.72972972972973,3-4,22-13,9
404,VS Malik,13,6.0,764,268,84.0,14,44.666666666666664,127.33333333333333,7.6571428571428575,2-14,30-6,7
401,V Shankar,15,6.0,669,229,54.0,13,38.166666666666664,111.5,8.178571428571429,1-11,20-7,9
400,V Sehwag,15,6.0,486,236,44.0,3,39.333333333333336,81.0,10.26086956521739,2-18,19-16,7
389,TL Suman,11,6.0,539,198,43.0,3,33.0,89.83333333333333,7.92,2-14,8-10,7
54,B Akhil,13,6.0,689,246,60.0,11,41.0,114.83333333333333,7.6875,2-18,18-9,7
363,SS Cottrell,6,6.0,500,177,58.0,16,29.5,83.33333333333333,8.85,2-17,19-8,8
232,MJ Santner,6,6.0,469,147,49.0,11,24.5,78.16666666666667,7.0,2-13,13-3,7
321,S Kaushik,10,6.0,756,304,68.0,13,50.666666666666664,126.0,8.941176470588236,3-20,25-14,7
149,J Yadav,14,6.0,952,290,102.0,5,48.333333333333336,158.66666666666666,6.590909090909091,1-8,19-9,7
39,AS Joseph,3,6.0,200,89,23.0,5,14.833333333333334,33.333333333333336,9.88888888888889,6-14,10-5,8
129,Gurkeerat Singh,6,5.0,301,97,26.0,4,19.4,60.2,7.461538461538462,2-15,6-3,7
377,Shoaib Akhtar,3,5.0,176,54,23.0,4,10.8,35.2,7.714285714285714,4-11,6-2,8
37,AP Dole,3,5.0,282,114,20.0,9,22.8,56.4,10.363636363636363,2-36,11-4,8
189,KMDN Kulasekara,5,5.0,395,122,45.0,7,24.4,79.0,7.176470588235294,2-10,16-0,9
310,RV Gomez,9,5.0,343,130,37.0,2,26.0,68.6,8.125,2-14,10-7,7
52,Avesh Khan,9,5.0,665,301,68.0,7,60.2,133.0,10.033333333333333,2-29,28-19,7
186,KL Nagarkoti,9,5.0,575,233,44.0,6,46.6,115.0,8.961538461538462,2-13,15-11,8
326,S Narwal,6,5.0,414,203,37.0,8,40.6,82.8,11.277777777777779,3-36,17-13,8
322,S Ladda,9,5.0,504,225,48.0,4,45.0,100.8,9.782608695652174,2-45,12-17,7
340,SB Wagh,8,5.0,401,147,45.0,16,29.4,80.2,8.647058823529411,3-16,21-2,8
290,R Shukla,7,5.0,492,217,38.0,19,43.4,98.4,10.85,2-28,21-9,8
272,PD Collingwood,6,5.0,321,101,24.0,1,20.2,64.2,6.733333333333333,2-19,4-3,7
2,A Choudhary,5,5.0,402,144,42.0,7,28.8,80.4,8.470588235294118,2-17,13-6,8
220,M de Lange,5,5.0,435,171,39.0,14,34.2,87.0,9.5,3-34,21-4,8
260,O Thomas,4,5.0,231,85,17.0,9,17.0,46.2,8.5,2-8,9-1,7
119,FH Edwards,6,5.0,551,160,70.0,16,32.0,110.2,6.666666666666667,2-27,20-2,8
393,TS Mills,5,5.0,399,157,41.0,13,31.4,79.8,8.722222222222221,2-31,15-6,7
390,TM Dilshan,25,5.0,974,368,79.0,7,73.6,194.8,8.0,1-3,27-15,7
164,JP Behrendorff,5,5.0,420,168,51.0,6,33.6,84.0,8.842105263157896,2-23,19-8,7
376,Shoaib Ahmed,7,5.0,364,154,33.0,3,30.8,72.8,9.058823529411764,2-22,14-7,7
203,LE Plunkett,7,4.0,554,228,39.0,7,57.0,138.5,9.12,3-19,15-12,8
112,DP Vijaykumar,9,4.0,573,205,63.0,13,51.25,143.25,7.884615384615385,1-18,23-5,9
412,Y Nagar,8,4.0,276,125,16.0,8,31.25,69.0,11.363636363636363,2-20,11-6,9
336,SB Bangar,9,4.0,546,221,55.0,9,55.25,136.5,8.84,2-35,24-7,7
94,D du Preez,2,4.0,154,56,18.0,1,14.0,38.5,8.0,3-32,6-1,7
407,WA Mota,7,4.0,274,98,24.0,4,24.5,68.5,8.166666666666666,1-7,4-5,8
398,V Kohli,26,4.0,974,371,52.0,17,92.75,243.5,8.627906976744185,2-25,25-11,8
375,Shivam Sharma,5,4.0,399,165,37.0,0,41.25,99.75,8.68421052631579,2-26,9-10,6
280,Parvez Rasool,11,4.0,708,273,60.0,5,68.25,177.0,8.272727272727273,1-20,22-11,8
103,DJ Muthuswami,6,4.0,294,108,44.0,7,27.0,73.5,7.714285714285714,2-18,14-3,6
318,S Dube,7,4.0,232,83,16.0,4,20.75,58.0,7.545454545454546,2-17,6-2,7
317,S Dhawan,6,4.0,175,72,17.0,7,18.0,43.75,9.0,1-8,7-3,7
28,AF Milne,5,4.0,428,185,32.0,19,46.25,107.0,10.277777777777779,2-32,21-5,8
170,JW Hastings,3,3.0,220,66,31.0,3,22.0,73.33333333333333,6.6,2-6,11-0,7
175,K Khejroliya,5,3.0,372,157,25.0,10,52.333333333333336,124.0,9.8125,2-34,9-10,8
160,JJ van der Wath,3,3.0,281,134,29.0,9,44.666666666666664,93.66666666666667,11.166666666666666,2-49,17-6,8
46,Abhishek Sharma,8,3.0,266,113,11.0,4,37.666666666666664,88.66666666666667,9.416666666666666,1-10,4-6,7
353,SM Harwood,3,3.0,262,74,33.0,13,24.666666666666668,87.33333333333333,7.4,2-26,6-2,8
162,JM Kemp,5,3.0,172,58,15.0,7,19.333333333333332,57.333333333333336,6.444444444444445,3-15,6-1,8
177,K Santokie,2,3.0,189,91,15.0,4,30.333333333333332,63.0,11.375,2-51,6-6,7
384,T Shamsi,4,3.0,336,151,26.0,4,50.333333333333336,112.0,9.4375,1-23,13-7,6
32,AL Menaria,12,3.0,402,144,40.0,4,48.0,134.0,7.578947368421052,2-20,15-4,7
394,TU Deshpande,5,3.0,414,193,28.0,9,64.33333333333333,138.0,11.352941176470589,2-37,22-7,8
